r2,mae
0.654155865284656,0.0018249306799589314
0.6298820183634752,0.001572553096439918
0.466108714028024,0.002035948105832015
0.4996097714801354,0.002080727889662879
0.623693900286047,0.0013536824846726021
0.4696344069867143,0.0018203379853002956
0.3502510254169733,0.002014566280763086
0.4930508531179758,0.002285697485106725
-0.15708921402351872,0.002242994918521631
0.47762166744740153,0.0018991429314253157
0.5311881212618063,0.0015146420847206971
0.5735735545400794,0.0017446699306170512
0.5683681239591616,0.0015870769264754521
0.42659837620643104,0.001651011666059053
0.5925709299892354,0.0021361511245902246
0.5199224598676507,0.0019177324137132953
0.3737296948685769,0.0018935084525634875
0.6385009960793411,0.0015345162958405139
0.6332853693813583,0.00192425521130084
0.5861769253804692,0.0015372484531635167
0.5049031733889731,0.0016709692642330716
0.591524253240094,0.0019244884170045386
0.40045069885924667,0.0021717973094671906
0.6280019663668419,0.0016706825574773878
0.4337681537198671,0.002501381240086884
0.6358733370197656,0.001564986699049905
0.6300472859037725,0.001426961336944762
0.6104296886697658,0.0021428086232533903
0.5790769312316011,0.0014887377389718633
0.4044870683470789,0.0018631494626976442
0.3732672864906498,0.0019231331317669312
0.6064684287645332,0.0016249236938892819
0.6244345017520716,0.0014217926737042207
0.7356662231023232,0.0012969235653611708
0.33620514798502577,0.0023271966666555117
0.6457344843425594,0.0014214023819945003
0.41443285800210283,0.0016101873321819442
0.5519273092376336,0.0018888476381113141
0.5862075251180662,0.002379786097335472
0.692809121016383,0.0012766778829467053
0.6797265892386424,0.0012883649792492606
0.505976514152222,0.0017579462830843288
0.41004349036280274,0.001813355990984474
0.6101336819551493,0.0013178474783003035
0.40910265420937897,0.0020801002378124647
0.5597014368544415,0.0017049555138548926
-0.010701890366238143,0.001977979579103563
0.2719339287768503,0.0015572638006780353
0.1497605504881322,0.0017871801316480546
0.7226670536232549,0.0013713081682407986
0.5781363366645837,0.0016136717717319937
0.6613920990812857,0.0013005359056966754
0.7257997018907789,0.0011438611690400733
0.5660141032581383,0.0019259603738460479
0.6398306482999792,0.0018095017076318674
0.4267618955998981,0.0014699314768857068
-0.03158561139414884,0.002421162663051177
0.48685517575824067,0.0017319747115973367
0.594491494882338,0.0018791211808706783
0.5229109965568193,0.0015895620987648159
0.5168868930306281,0.0012878548992775669
0.679021114079653,0.0014026457799789227
0.5968047590958296,0.00205576037370127
0.5418364593127027,0.0018408426317648057
0.6894272853912522,0.001595449511458779
0.6511305438375555,0.00147388860939382
0.7089710373720091,0.001260485396901496
0.6743934803424633,0.0013414341192163057
0.4697419940805392,0.0023664887570373355
0.3282593200884548,0.001966800346173689
0.49892785616154756,0.0018643868332029404
0.5900536283569204,0.0015660214441311933
0.6094342881972692,0.0015628730872226414
0.6236764177209198,0.0017087076746855334
0.5945757393231659,0.0017369217335329616
0.5133164430829206,0.0015607889786555325
0.3734812550704524,0.0022300782009680086
0.45071417821536386,0.0014888328852892506
0.2926065359545622,0.0021179817932864982
0.2739636226650687,0.0018738822218312327
0.6287379292285127,0.0013588793312280822
0.5319574525703519,0.00152293874523353
0.5477571765678875,0.001390675595588736
0.22440025833802169,0.0017722169412077303
0.6460333203539885,0.0016532053588890552
0.3096536734807692,0.0018809975859189702
0.602748889400267,0.001453159107035411
0.4202372543600914,0.0017801726239204958
0.591008441864297,0.0016559310359147664
0.6294362041917192,0.0014356674852608303
0.621883177744115,0.0014531611726143591
0.5810059726864432,0.0015005879326833013
0.2637518490565015,0.0022138262671011055
0.5526950009753306,0.0020708315781954346
0.5200444968131879,0.002481410550008632
0.517856249017087,0.0016177029379576943
0.5876178908686668,0.0018366003861582394
0.5586644320806319,0.0016354077320268883
0.3825134247122126,0.002264574283153426
0.724704186472137,0.0015238317153122925
0.7521142157448212,0.0013298685661001074
0.6442324062005789,0.001474117878718395
0.638899739219806,0.0017440219010503755
0.6088582985569941,0.0016377944925972043
0.4984394750228307,0.0015807096729523124
0.6230550008527858,0.0016770052287263231
0.5248030668180508,0.0017797328242661968
0.26156424762485764,0.001836491815554567
0.7632127467196036,0.0013444121857697773
0.49379531140855215,0.0022712726439425854
0.6376507251436354,0.0018057157702064874
0.6942398631335953,0.0014914023670297791
0.41923956611096835,0.0016561325405107415
0.4954196801442212,0.001958442049376695
0.40698129610215417,0.0020460598412662184
0.5097825748381377,0.0016708004936581014
0.6214752215429413,0.0017444207225227582
0.6926969765324478,0.0014270688071690396
0.5279644001594137,0.0015976769110998617
0.6525944423609711,0.0015981191642682959
0.4477558661340584,0.002143420643425648
0.3994348734558453,0.0012748999765628006
0.6916614250060007,0.0013107221071063488
0.5856231408897905,0.0017112585558938182
0.34952151628126615,0.0019446978057127318
0.3674776082975143,0.0020411035241830367
0.5867482235617523,0.001571645349804713
0.644892138918356,0.001740922567440497
0.33309135558515646,0.0017777802843722806
0.7189465217761639,0.0011246132067821266
0.47181554458581887,0.0014950326643056754
0.41940408559501074,0.0018097011931830908
0.48947685081464,0.0012772693831212155
0.5880771697624112,0.0013050597273542286
0.5190516596116312,0.0018148776397258043
0.6232348979812772,0.0013869233822123514
0.33706177668135406,0.0017900710044682082
0.280027451438435,0.001756272905120023
0.4224675840608799,0.0020472054818068373
0.4247588723800153,0.002244022113655281
0.36101425875008075,0.0016177339273475615
0.7044108285065445,0.0013253893931226392
0.49336967622521144,0.0016968712858621766
0.33041758794173615,0.0017118634929142737
0.5284787656807755,0.0015458272763069197
0.4842733226682976,0.0019714166350542316
0.7482144125370562,0.0012533482669470058
0.35024530982752544,0.002232039132186784
0.4703609140085878,0.0014655286670095685
0.4190507759963419,0.0015268575488540802
0.3787444956791982,0.0015720163095572233
0.6043582060815439,0.001873546603364126
0.15814584169632695,0.0015624159346122309
